"ChEMBL ID;    ""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""Polar Surface Area"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX Acidic pKa"";""CX Basic pKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA (Lipinski)"";""HBD (Lipinski)"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Np Likeness Score"";""Molecular Species"";""Molecular Formula"";""Smiles"";""Inchi Key""",,,,,,,,,,,,,
"CHEMBL2181022;"""";"""";""Small molecule"";"""";""1041.26"";""8"";""14"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""-1"";""None"";""None"";""None"";""None"";""1040.5583"";""None"";""None"";""C55H76N8O12"";""COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C"";""NXDIWJUYMKBICN-QDBLDGTHSA-N""",,,,,,,,,,,,,
"CHEMBL1201335;""GLYCOPYRRONIUM"";""GLYCOPYRROLATE CATION|GLYCOPYRROLATE ION|GLYCOPYRRONIUM|GLYCOPYRRONIUM CATION|GLYCOPYRRONIUM ION|GLYCOPYRRONIUM"," ERYTHRO-"";""Small molecule"";""4.0"";""318.44"";""11"";""24"";""2.46"";""46.53"";""3"";""1"";""0"";""4"";""N"";""0.69"";""11.53"";""None"";""-1.41"";""-1.41"";""1"";""MOL"";""0"";""23"";""4"";""1"";""0"";""318.2064"";""0.36"";""NEUTRAL"";""C19H28NO3+"";""C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1"";""ANGKOCUUWGHLCE-UHFFFAOYSA-N""",,,,,,,,,,,,
"CHEMBL43064;""CINNARIZINE"";""516 MD|516-MD|APLACTAN|APLEXAL|ARTATE|CARECIN|CEREBOLAN|CEREPAR|CINAPERAZINE|CINARIZINE|CINAZYN|CINNACET|CINNAGERON|CINNARIZINE|CINNIPIRINE|CORATHIEM|DENAPOL|DIMITRON|EGLEN|FOLCODAL|GIGANTEN|GLANIL|HILACTAN|IXERTOL|KATOSERAN|LABYRIN|MARZINE R.F.|MIDRONAL|MITRONAL|MYLAN TRAVEL SICKNESS|NSC-758400|OLAMIN|PROCESSINE|R 1575|R 516|R-1575|R-516|SEDATROMIN|SEPAN|SIPTAZIN|SPADERIZINE|STUGERON|STUGERON FTE|STUNARONE|STUTGERON|STUTGIN|Stugeron"";""Small molecule"";""4.0"";""368.52"";""157"";""667"";""5.11"";""6.48"";""2"";""0"";""1"";""6"";""N"";""0.60"";""None"";""8.10"";""5.88"";""5.10"";""3"";""MOL"";""0"";""28"";""2"";""0"";""1"";""368.2252"";""-0.74"";""NEUTRAL"";""C26H28N2"";""C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1"";""DERZBLKQOCDDDZ-JLHYYAGUSA-N""",,,,,,,,,,,,,
"CHEMBL816;""ETHYLENEDIAMINE"";""EDAMINE|ETHYLENE DIAMINE|ETHYLENEDIAMINE"";""Small molecule"";""3.0"";""60.10"";""14"";""32"";""-1.10"";""52.04"";""2"";""2"";""0"";""1"";""Y"";""0.40"";""None"";""9.69"";""-1.42"";""-3.78"";""0"";""MOL"";""0"";""4"";""2"";""4"";""0"";""60.0687"";""0.34"";""BASE"";""C2H8N2"";""NCCN"";""PIICEJLVQHRZGT-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1218;""RAMELTEON"";""RAMELTEON|Rozerem|TAK-375|TAK375"";""Small molecule"";""4.0"";""259.35"";""47"";""124"";""2.57"";""38.33"";""2"";""1"";""0"";""4"";""N"";""0.90"";""None"";""None"";""2.57"";""2.57"";""1"";""MOL"";""0"";""19"";""3"";""1"";""0"";""259.1572"";""0.17"";""NEUTRAL"";""C16H21NO2"";""CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3"";""YLXDSYKOBKBWJQ-LBPRGKRZSA-N""",,,,,,,,,,,,,
"CHEMBL1493;""FLAVOXATE"";""BLADURIL|FLAVOXATE|Flavoxate"";""Small molecule"";""4.0"";""391.47"";""118"";""787"";""4.41"";""59.75"";""5"";""0"";""0"";""5"";""N"";""0.60"";""None"";""7.29"";""4.24"";""3.98"";""3"";""MOL"";""0"";""29"";""5"";""0"";""0"";""391.1784"";""-0.38"";""NEUTRAL"";""C24H25NO4"";""Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O"";""SPIUTQOUKAMGCX-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL168815;""CEVIMELINE"";""CEVIMELINE"";""Small molecule"";""4.0"";""199.32"";""6"";""7"";""1.56"";""12.47"";""3"";""0"";""0"";""0"";""Y"";""0.59"";""None"";""8.59"";""1.00"";""-0.22"";""0"";""MOL"";""0"";""13"";""2"";""0"";""0"";""199.1031"";""1.15"";""BASE"";""C10H17NOS"";""CC1OC2(CS1)CN1CCC2CC1"";""WUTYZMFRCNBCHQ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1201457;""CELLULOSE SODIUM PHOSPHATE"";""CALCISORB|CELLULOSE DISODIUM PHOSPHATE|CELLULOSE SODIUM PHOSPHATE|Calcibind|SODIUM CELLULOSE PHOSPHATE|Sodium Cellulose Phosphate"";""Unknown"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL4744968;"""";"""";""Unknown"";"""";""441.60"";""3"";""6"";""4.81"";""79.46"";""4"";""3"";""0"";""12"";""N"";""0.33"";""12.43"";""None"";""4.74"";""4.74"";""2"";""MOL"";""-1"";""31"";""6"";""3"";""0"";""441.2086"";""-0.69"";""NEUTRAL"";""C24H31N3O3S"";""CCCC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1"";""RHVNEFKPPLKPGB-NRFANRHFSA-N""",,,,,,,,,,,,,
"CHEMBL3991241;""FERRIC CITRATE"";"""";""Small molecule"";""4.0"";""244.94"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""NONE"";""0"";""None"";""None"";""None"";""None"";""244.9385"";""None"";""None"";""C6H5FeO7"";"""";""""",,,,,,,,,,,,,
"CHEMBL4594333;""ELIVALDOGENE AUTOTEMCEL"";""ELIVALDOGENE AUTOTEMCEL|Lenti-D Drug substance"";""Gene"";""-1.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL3301675;""LINACLOTIDE"";""ASP-0456|ASP0456|CONSTELLA|LINACLOTIDE|LINZESS|MD-1100"";""Protein"";""4.0"";""1526.77"";""2"";""4"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""BOTH"";""0"";""None"";""None"";""None"";""None"";""1525.3899"";""None"";""None"";""C59H79N15O21S6"";""C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2"";""KXGCNMMJRFDFNR-WDRJZQOASA-N""",,,,,,,,,,,,,
"CHEMBL4453465;"""";"""";""Unknown"";"""";""747.03"";""5"";""5"";""7.38"";""136.58"";""8"";""2"";""2"";""9"";""N"";""0.20"";""12.39"";""0.61"";""5.04"";""5.04"";""1"";""MOL"";""-1"";""54"";""10"";""2"";""2"";""746.4982"";""1.59"";""NEUTRAL"";""C44H66N4O6"";""C=C(C)[C@@H]1CC[C@]2(COC(=O)c3nc(C)c(C)nc3C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CNC(=O)CNC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"";""QXBOKCCUBYYGEI-DETJDHLDSA-N""",,,,,,,,,,,,,
"CHEMBL511142;""BUPRENORPHINE"";""ALKS-5461 COMPONENT BUPRENORPHINE|BRIXADI|BUPEAZE|BUPLAST|BUPRENORPHIN|BUPRENORPHINE|BUTEC|BUTRANS|HAPOCTASIN|PANITAZ|PRENOTRIX|RELETRANS|SEVODYNE|SUBLOCADE|SUBOXONE|TEMGESIC|TEPHINE|TRANSTEC"";""Small molecule"";""4.0"";""467.65"";""47"";""264"";""4.41"";""62.16"";""5"";""2"";""0"";""4"";""N"";""0.69"";""10.42"";""9.63"";""3.55"";""1.61"";""1"";""MOL"";""0"";""34"";""5"";""2"";""0"";""467.3036"";""1.56"";""BASE"";""C29H41NO4"";""CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5"";""RMRJXGBAOAMLHD-CTAPUXPBSA-N""",,,,,,,,,,,,,
"CHEMBL46124;"""";"""";""Small molecule"";"""";""714.77"";""1"";""5"";""4.16"";""131.56"";""10"";""2"";""1"";""10"";""N"";""0.23"";""4.99"";""6.50"";""2.34"";""0.37"";""4"";""MOL"";""-1"";""52"";""12"";""2"";""2"";""714.2977"";""-0.47"";""ACID"";""C38H40F2N6O6"";""O=C(O)c1cn(C2CC2)c2cc(N3CCN(C/C=C/CN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)CC3)c(F)cc2c1=O"";""LHORDUCABNWJRZ-OWOJBTEDSA-N""",,,,,,,,,,,,,
"CHEMBL239332;"""";"""";""Small molecule"";"""";""440.67"";""4"";""5"";""5.83"";""49.69"";""3"";""2"";""1"";""5"";""N"";""0.42"";""None"";""None"";""5.14"";""5.14"";""0"";""MOL"";""-1"";""32"";""3"";""2"";""1"";""440.3290"";""2.12"";""NEUTRAL"";""C29H44O3"";""C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)COCC#CC(C)(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O"";""WCAGQFCSSCSBAZ-OPCYFKLFSA-N""",,,,,,,,,,,,,
"CHEMBL4440590;"""";"""";""Unknown"";"""";""787.10"";""5"";""5"";""8.26"";""127.79"";""8"";""1"";""2"";""8"";""N"";""0.21"";""13.05"";""0.61"";""5.88"";""5.88"";""1"";""MOL"";""-1"";""57"";""10"";""1"";""2"";""786.5295"";""1.38"";""NEUTRAL"";""C47H70N4O6"";""C=C(C)[C@@H]1CC[C@]2(COC(=O)c3nc(C)c(C)nc3C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@@H]6CCCN6C(=O)CNC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"";""HPSDYBNJMRLSNP-PZEPWCAASA-N""",,,,,,,,,,,,,
"CHEMBL4084119;""LIRAGLUTIDE"";""LIRAGLUTIDE|LIRAGLUTIDE (RDNA ORIGIN)|LIRAGLUTIDE RECOMBINANT|NN-2211|NN-9924|NN2211|NN9924|NNC 90-1170|NNC-90-1170|SAXENDA|VICTOZA"";""Protein"";""4.0"";""3751.26"";""12"";""113"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""3748.9465"";""None"";""None"";""C172H265N43O51"";""CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O"";""YSDQQAXHVYUZIW-QCIJIYAXSA-N""",,,,,,,,,,,,,
"CHEMBL3707203;""DIHYDROXIALUMINI CARBONATE"";"""";""Small molecule"";""-1.0"";""122.01"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""121.9796"";""None"";""None"";""CH3AlO5"";""O=C(O)O[Al](O)O"";""KVOLEYCISIIDBJ-UHFFFAOYSA-K""",,,,,,,,,,,,,
"CHEMBL4446813;"""";"""";""Unknown"";"""";""661.97"";""5"";""5"";""8.48"";""104.40"";""7"";""1"";""2"";""6"";""N"";""0.24"";""None"";""7.34"";""6.89"";""6.62"";""1"";""MOL"";""-1"";""48"";""7"";""2"";""2"";""661.4819"";""2.05"";""NEUTRAL"";""C41H63N3O4"";""C=C(C)[C@@H]1CC[C@]2(COC(=O)c3nc(C)c(C)nc3C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H](C)N)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"";""YVFDFUOLONTSRB-KUXWHINESA-N""",,,,,,,,,,,,,
"CHEMBL448570;""CARBUTAMIDE"";""BZ 55|BZ-55|CA 1022|CARBUTAMIDE|DIABORAL|EMEDAN|GLUCIDORAL|GLUCOFREN|GLYBUTAMIDE|INVENOL|NSC-242409|U-6987"";""Small molecule"";""-1.0"";""271.34"";""7"";""31"";""1.06"";""101.29"";""4"";""3"";""0"";""5"";""N"";""0.55"";""4.35"";""2.11"";""0.95"";""0.01"";""1"";""MOL"";""0"";""18"";""6"";""4"";""0"";""271.0991"";""-1.17"";""ACID"";""C11H17N3O3S"";""CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1"";""VDTNNGKXZGSZIP-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL972;""SELEGILINE"";""Eldepryl|Emsam|L-SELEGILINE|SELEGILINE|Zelapar"";""Small molecule"";""4.0"";""187.29"";""146"";""902"";""2.18"";""3.24"";""1"";""0"";""0"";""4"";""N"";""0.65"";""None"";""8.67"";""2.85"";""1.55"";""1"";""MOL"";""0"";""14"";""1"";""0"";""0"";""187.1361"";""-0.95"";""BASE"";""C13H17N"";""C#CCN(C)[C@H](C)Cc1ccccc1"";""MEZLKOACVSPNER-GFCCVEGCSA-N""",,,,,,,,,,,,,
"CHEMBL600;""ACETYLCYSTEINE"";""5052|A-CYS|ACC-600|ACETYL CYSTEINE|ACETYLCYSTEINE|AIRBRON|Acetadote|BRONCHOLYSIN|CETYLEV|EN-CYS|FABROL|FLUIMICIL|FLUIMUCETIN|FLUIMUCIL|FLUIMUCIL 600|FLUIMUCIL LONG|FLUIMUCIL N|ILUBE|MERCAPTURIC ACID|MUCOSIL-10|MUCOSIL-20|Mucomyst|Mucosil|N-ACETYI-L-CYSTEINE|N-ACETYL-L-CYSTEINE|N-Acetyl-L-Cysteine|NSC-111180|ORISTAR NALC|ORONAC 600|PARVOLEX|RESPAIRE|RESPI-NAC|RK-0202|SIRAN|SOLMUCOL|SYNTEMUCOL|TIXAIR|YOURNAC"";""Small molecule"";""4.0"";""163.20"";""72"";""369"";""-0.49"";""66.40"";""3"";""3"";""0"";""3"";""N"";""0.49"";""3.82"";""None"";""-0.71"";""-3.97"";""0"";""MOL"";""0"";""10"";""4"";""2"";""0"";""163.0303"";""0.22"";""ACID"";""C5H9NO3S"";""CC(=O)N[C@@H](CS)C(=O)O"";""PWKSKIMOESPYIA-BYPYZUCNSA-N""",,,,,,,,,,,,,
"CHEMBL507419;""METAHEXAMIDE"";""GLYHEXYLAMIDE|METAHEXAMIDE|METAHEXANAMIDE"";""Small molecule"";""-1.0"";""311.41"";""5"";""22"";""1.90"";""101.29"";""4"";""3"";""0"";""3"";""N"";""0.74"";""4.32"";""2.21"";""1.94"";""1.00"";""1"";""MOL"";""0"";""21"";""6"";""4"";""0"";""311.1304"";""-1.23"";""ACID"";""C14H21N3O3S"";""Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1N"";""XXYTXQGCRQLRHA-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1201134;""LUBIPROSTONE"";""Amitiza|LUBIPROSTONE|RU-0211"";""Small molecule"";""4.0"";""390.47"";""3"";""5"";""4.31"";""83.83"";""4"";""2"";""0"";""11"";""N"";""0.51"";""4.30"";""None"";""4.56"";""1.60"";""0"";""MOL"";""0"";""27"";""5"";""2"";""0"";""390.2218"";""1.08"";""ACID"";""C20H32F2O5"";""CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1"";""WGFOBBZOWHGYQH-MXHNKVEKSA-N""",,,,,,,,,,,,,
"CHEMBL1110;""ALOSETRON"";""A03AE01|ALOSETRON|Alosetron|Lotronex"";""Small molecule"";""4.0"";""294.36"";""140"";""386"";""2.41"";""53.92"";""3"";""1"";""0"";""2"";""Y"";""0.79"";""13.32"";""6.81"";""1.21"";""1.12"";""3"";""MOL"";""0"";""22"";""5"";""1"";""0"";""294.1481"";""-0.77"";""NEUTRAL"";""C17H18N4O"";""Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O"";""JSWZEAMFRNKZNL-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL435;""HYDROCHLOROTHIAZIDE"";""APO-HYDRO|APRESAZIDE|CAROZIDE|CHLOROSULTHIADIL|COPALIA-HCT|DAFIRO-HCT|DIHYDROCHLORURITE|ESIDREX|EXFORGE-HCT|Esidrix|HCTZ|HIDROTIAZIDA|HYDRO-D|HYDROCHLOROTHIAIZIDE|HYDROCHLOROTHIAZIDE|HYDROCHLOROTHIAZIDE INTENSOL|HYDROCHLOROTHIAZIDUM|HYDROSALURIC|Hydrochlorothiazide|Hydrodiuril|IDROTIAZIDE|IMPRIDA-HCT|LOTENSIN HCT|MEGADIURIL|MICROZIDE|NEWTOLIDE|NSC-53477|Oretic|PANTEMON|RASILEZ-HCT|SERVITHIAZID|SU-5879|UNIPRES|VETIDREX|Zide"";""Small molecule"";""4.0"";""297.75"";""235"";""1315"";""-0.35"";""118.36"";""5"";""3"";""0"";""1"";""N"";""0.65"";""9.09"";""None"";""-0.58"";""-0.58"";""1"";""MOL"";""0"";""17"";""7"";""4"";""0"";""296.9645"";""-1.23"";""NEUTRAL"";""C7H8ClN3O4S2"";""NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O"";""JZUFKLXOESDKRF-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL979;""MEPROBAMATE"";""AMOSENE|BAMATE|Equanil|MEPRIAM|MEPROBAMATE|MEPROBAMATE CIV|MEPROSPAN|Meprobamate|Miltown|NEURAMATE|NSC-30418|TENAVOID|TRANMEP"";""Small molecule"";""4.0"";""218.25"";""18"";""83"";""0.98"";""104.64"";""4"";""2"";""0"";""6"";""N"";""0.69"";""None"";""None"";""0.93"";""0.93"";""0"";""MOL"";""0"";""15"";""6"";""4"";""0"";""218.1267"";""0.50"";""NEUTRAL"";""C9H18N2O4"";""CCCC(C)(COC(N)=O)COC(N)=O"";""NPPQSCRMBWNHMW-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL19224;""PAPAVERINE"";""NSC-136630|PAPAVERINE|PAPAVERINUM|Papaverine"";""Small molecule"";""4.0"";""339.39"";""189"";""2071"";""3.86"";""49.81"";""5"";""0"";""0"";""6"";""N"";""0.68"";""None"";""6.03"";""3.08"";""3.06"";""3"";""MOL"";""0"";""25"";""5"";""0"";""0"";""339.1471"";""0.12"";""NEUTRAL"";""C20H21NO4"";""COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC"";""XQYZDYMELSJDRZ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL834;""PAMIDRONIC ACID"";""CGP-23339AE|PAMIDRONATE|PAMIDRONIC ACID|Pamidronate|Pamidronic Acid|RIBODROAT"";""Small molecule"";""4.0"";""235.07"";""42"";""175"";""-1.66"";""161.31"";""4"";""6"";""1"";""4"";""N"";""0.32"";""0.67"";""9.86"";""-4.54"";""-6.91"";""0"";""MOL"";""0"";""13"";""8"";""7"";""1"";""235.0011"";""0.59"";""ZWITTERION"";""C3H11NO7P2"";""NCCC(O)(P(=O)(O)O)P(=O)(O)O"";""WRUUGTRCQOWXEG-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1650;""CORTISONE ACETATE"";""CORTATE|CORTELAN|CORTISONE|CORTISONE 21-ACETATE|CORTISONE ACETATE|CORTISONE ACETICUM|CORTISTAB|CORTISYL|Cortisone Acetate|Cortone|NSC-49420"";""Small molecule"";""4.0"";""402.49"";""128"";""306"";""2.56"";""97.74"";""6"";""1"";""0"";""3"";""N"";""0.73"";""12.60"";""None"";""2.10"";""2.10"";""0"";""MOL"";""0"";""29"";""6"";""1"";""0"";""402.2042"";""1.96"";""NEUTRAL"";""C23H30O6"";""CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C"";""ITRJWOMZKQRYTA-RFZYENFJSA-N""",,,,,,,,,,,,,
"CHEMBL524004;""MEPENZOLATE"";""MEPENZOLATE|MEPENZOLATE BROMIDE FREE BASE|MEPENZOLATE CATION|MEPENZOLATE ION"";""Small molecule"";""4.0"";""340.44"";""2"";""5"";""2.70"";""46.53"";""3"";""1"";""0"";""4"";""N"";""0.69"";""11.05"";""None"";""-0.97"";""-0.97"";""2"";""MOL"";""0"";""25"";""4"";""1"";""0"";""340.1907"";""0.30"";""NEUTRAL"";""C21H26NO3+"";""C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1"";""GKNPSSNBBWDAGH-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2109171;""DIBOTERMIN ALFA"";""DIBOTERMIN|DIBOTERMIN ALFA|INDUCTOS|NEBOTERMIN|RHBMP-2"";""Protein"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL3545128;""ROCAPULDENCEL-T"";""AGS-003|AGS-003 MDCS|AGS-003 MDCs for drug substance AGS-003 for drug product|Arcelis|ROCAPULDENCEL-T"";""Cell"";""3.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL1201565;""EPOETIN ALFA"";""BINOCRIT|EPO|EPOETIN|EPOETIN ALFA|EPREX|ERYTHROPOIETIN|ERYTHROPOIETIN FOR BIOASSAYS|Epoetin alfa|Epogen|Procrit"";""Protein"";""4.0"";"""";""2"";""19"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL1201630;""INSULIN PURIFIED PORK"";""ILETIN II|INSULIN (PORK)|INSULIN PURIFIED PORK|Insulin purified pork|REGULAR ILETIN II (PORK)|REGULAR PURIFIED PORK INSULIN|VELOSULIN"";""Protein"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL39736;""BUFORMIN"";""BUFORMIN|BUFORMIN HYDROCHLORIDE|DBV|W 37"";""Small molecule"";""4.0"";""157.22"";""11"";""49"";""-0.21"";""97.78"";""2"";""5"";""0"";""3"";""N"";""0.22"";""None"";""12.13"";""0.14"";""-4.49"";""0"";""MOL"";""0"";""11"";""5"";""6"";""1"";""157.1327"";""-0.03"";""BASE"";""C6H15N5"";""CCCCNC(=N)NC(=N)N"";""XSEUMFJMFFMCIU-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1551;""URSODIOL"";""Actigall|CHOLURSO|DESTOLIT|NSC-683769|URDOX|URSO 250|URSO FORTE|URSODEOXYCHOLATE|URSODEOXYCHOLIC ACID|URSODESOXYCHOLIC ACID|URSODIOL|URSOFALK|URSOGAL|URSONORM|Urso"";""Small molecule"";""4.0"";""392.58"";""117"";""330"";""4.48"";""77.76"";""3"";""3"";""0"";""4"";""N"";""0.66"";""4.60"";""None"";""3.71"";""0.98"";""0"";""MOL"";""0"";""28"";""4"";""3"";""0"";""392.2927"";""2.43"";""ACID"";""C24H40O4"";""C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"";""RUDATBOHQWOJDD-UZVSRGJWSA-N""",,,,,,,,,,,,,
"CHEMBL157030;"""";"""";""Small molecule"";"""";""883.99"";""4"";""14"";""0.29"";""319.39"";""16"";""10"";""3"";""18"";""N"";""0.06"";""8.41"";""14.19"";""0.90"";""-0.49"";""2"";""MOL"";""-1"";""63"";""19"";""12"";""3"";""883.4215"";""1.22"";""BASE"";""C44H61N5O14"";""COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1CC(NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)C(C)C)C(O)C(C)O1"";""YNYIEZFDJKSKAK-NEQXKIGNSA-N""",,,,,,,,,,,,,
"CHEMBL53418;""DANTHRON"";""CHRYSAZIN|DANTHRON|DANTRON|Danthron|Dorbane|Istizin|NSC-38626|NSC-646568|PILULES VINCHY N.F."";""Small molecule"";""4.0"";""240.21"";""123"";""242"";""1.87"";""74.60"";""4"";""2"";""0"";""0"";""N"";""0.63"";""7.89"";""None"";""3.61"";""3.48"";""2"";""MOL"";""0"";""18"";""4"";""2"";""0"";""240.0423"";""0.82"";""NEUTRAL"";""C14H8O4"";""O=C1c2cccc(O)c2C(=O)c2c(O)cccc21"";""QBPFLULOKWLNNW-UHFFFAOYSA-N""",,,,,,,,,,,,,
